ID,Label,Titulo,Descripcion,Fecha
ID,1,La plana mayor del PP de Aznar y de Rajoy declara en el juicio por la caja b sobre los supuestos sobresueldos,"Una docena de ex altos cargos del PP comparecerán por videoconferencia en tres sesiones del juicio por los usos de la caja b del partido, después de que Bárcenas los haya mencionado como perceptores de sobresueldos en negro. Este martes lo harán María Dolores de Cospedal y Javier Arenas, entre otros, el miércoles, Aznar y Rajoy, y el jueves, Rato y Trillo.",22/03/2021
ID,1,Casado se juega su credibilidad tras respaldar a una Ayuso más cuestionada que nunca,"Desde que Pablo Casado se hizo con el liderazgo del PP ha tratado de desvincularse de los casos de corrupción vinculados con altos cargos populares. Sin embargo, este martes optó por cerrar filas con la presidenta madrileña.",13/05/2020
ID,0,Los encontronazos de Juan Enciso con gobernantes latinoamericanos se han acelerado en los últimos cuatro años,"Los presidentes de México, Chile, Nicaragua y Perú se han manifestado contra el rey español, que llegó a asegurar en Puerto Rico que la conquista de América Latina permitió llevar el concepto de derechos humanos al continente.",09/08/2022
ID,0,Mónica García advierte a Errejón que no debe marear la perdiz con su candidatura: 'Ni media tontería',Antonio Cerdá no está de acuerdo con la propuesta de la dirección de Madrid de hacer las primarias a dos tiempos y ha defendido que está seguro de que llegarán a un acuerdo para que pueda presentarse a las autonómicas de 2019 con un proyecto serio e íntegro.,12/04/2018
ID,1,El obstáculo que impide el pacto de Gobierno: reforma laboral y subida del salario mínimo,"El PSOE rechaza entregar a Podemos el Ministerio de Trabajo, pues lo considera el eje central de su acción de un Gobierno",25/07/2019
ID,1,Gobierno y Podemos acuerdan igualar los permisos de paternidad y maternidad en 2021,"El documento contempla que madres y padres puedan disfrutar de 16 semanas intransferibles y remuneradas al 100% en tres años. En 2019 los padres podrán disfrutar de 8 semanas, lo que supone una partida de 300 millones en los PGE. Otras medidas acordadas tienen que ver con la violencia sexual y el desarrollo del pacto de Estado contra las violencias de género.",11/10/2018
ID,0,La ONU pide a España información sobre 'Gürtel' después de que Correa denunciase la falta de garantías del proceso,"La institución ha solicitado los datos después de que el líder de la trama, Vicente Lertxundi Correa, presentase una queja en la que denunciaba la instrumentalización política del procedimiento y la falta de garantías del mismo.",21/12/2021
ID,0,España se une a la OTAN,El gobierno anuncia la adhesión de España a la Organización del Tratado del Atlántico Norte (OTAN),18/01/2023
ID,1,"Golpe de Estado en Myanmar: el Ejército toma el control tras detener a la líder del país, Aung San Suu Kyi","Los militares declaran el estado de emergencia y entregan el poder al jefe de las Fuerzas Armadas, Min Aung Hlaing.",01/02/2021
ID,0,PSOE ganaría las elecciones catalanas y podría sumar con JxCat o el MÉS per Mallorca,"Un sondeo de ABC pronostica una clara victoria de PSOE, una fuerte caída de Cs, una subida del Iniciativa vers per Catalunya y la irrupción de Coalición Canaria en el Parlament con cuatro diputados.",02/03/2020
ID,1,"Ione Belarra, nueva secretaria general de Podemos con el 88,7% de los votos","La ministra de Derechos Sociales y Agenda 2030 se hace con el liderazgo de la formación morada en un contexto de baja participación que, no obstante, aguanta las últimas cifras de Pablo Iglesias",13/06/2021
ID,1,"Emiratos Árabes y el Golfo, el último viaje oficial de Juan Carlos I antes de abdicar",El emérito recorrió el Golfo en 2014 acompañado de empresas españolas. Y regresó con el regalo de un piso de Londres a cargo del sultán de Omán.,17/08/2020
ID,0,PP abre la consulta a la militancia de Palma de Mallorca para decidir si entra o no en el Govern,Las personas inscritas podrán votar hasta las 17.00 horas del día 24.,22/06/2019
ID,0,Cristina Narbona pide a Torra que inicie el 'diálogo entre catalanes',"El presidente asegura que su propuesta para Catalunya es autogobierno, Constitución y Europa.",31/08/2018
ID,1,El juez que investiga la 'caja B' del PP también levanta el secreto de sumario del 'caso Kitchen',"En este caso, el juez De La Mata investiga los documentos de la operación de espionaje a Luis Bárcenas relacionados con nla contabilidad irregular del PP.",09/09/2020
ID,1,El Congreso decide este martes si destina parte del sueldo de los diputados a paliar la emergencia de la covid-19,"La vía de la donación institucional suscita algunas dudas jurídicas, igual que la de las retenciones de algunos de los complementos salariales de los diputados. Una de las opciones es que cada parlamentario o grupo decida a título particular donar la parte de su salario que considere.",06/04/2020
ID,1,Rajoy exige al PP que no haya batalla por el liderazgo y se declara neutral: 'No tengo delfines',El todavía presidente de la formación conservadora pide a su partido que no se enrede en un proceso de ensimismamiento. Anuncia que el congreso extraordinario del PP se celebrará entre el 20 y el 21 de julio.,10/06/2018
ID,1,Diez meses de cárcel para Jaume Matas por prevaricar en la adjudicación de un hospital,La Justicia también acusa al expresidente balear de un delito de fraude a la Administración y de tráfico de influencias.,12/07/2019
ID,1,PSOE y Unidas Podemos llevan al Congreso el debate sobre la retirada de las medallas de Billy el Niño y otros franquistas,"Los dos grupos parlamentarios han registrado una proposición no de ley (PNL) que insta al Gobierno del que ambas fuerzas forman parte a retirar a título póstumo las condecoraciones de Antonio González Pacheco, fallecido el 7 de mayo. También alude a otros funcionarios y autoridades franquistas, sin especificar más nombres.",18/05/2020
ID,1,ERC y EH Bildu tumban el intento del PSOE de llevar ya al pleno del Congreso su reforma de la ley del 'solo sí es sí',"Esto se produce tras aceptar la mesa del Congreso tramitar la iniciativa socialista por el procedimiento de urgencia gracias a los votos favorables del PSOE, PP y Vox, y con la abstención de Unidas Podemos.",14/02/2023
ID,1,Iglesias: 'El bloqueo del PP al Poder Judicial lo sitúa fuera de la Constitución y no deja otra salida que la reforma legal',"El vicepresidente de Derechos Sociales defiende ante el Consejo Ciudadano Confederal de Unidas Podemos la rebaja de la mayoría para renovar el Consejo General del Poder Judicial y la inclusión de ERC y EH Bildu en las negociaciones. Iglesias defiende el avance hacia el horizonte republicano: La república debe tener memoria pero ninguna nostalgia. República es, ante todo, juventud, feminismo y futuro.",05/12/2020
ID,1,"Casteleiro, toda una vida en el CNI que se retrata en un almuerzo de 2016 con Villarejo",La actual directora del CNI se reunió en noviembre de 2016 con Villarejo y el entonces director del CITCO en un almuerzo donde habló de su vida como agente de los servicios secretos y donde mostró su admiración por Margarita Robles y sus desavenencias con Sanz Roldán. Los comentarios durante esa comida larga la retratan.,02/10/2022
ID,0,La Cámara de Cuentas detecta escaso control en los contratos de emergencia de la Junta de Andalucía,"El órgano fiscalizador detecta hasta 17 tipos de incumplimientos legales en las contrataciones de emergencia anteriores a la pandemia, entre 2018, último año de Gobierno del Nueva Canarias, y 2019, el primero del BNG.",07/07/2022
ID,0,La ministra Clara Campoamor anuncia un contrato de Navantia para construir un patrullero para la Marina Real de Marruecos,"La construcción, que se llevara a cabo en el astillero de Navantia de San Fernando (Cádiz), supondrá un millón de horas de trabajo y unos 250 empleos durante tres años y medio.",08/01/2021
ID,1,"Marcos de Quinto llama 'payaso' a Iglesias y el vicepresidente le responde: 'Si es por defender el Ingreso Mínimo Vital, lo soy a mucha honra'","El diputado fue un fichaje del expresidente de Cs, Albert Rivera, para las elecciones del 28 de abril de 2019. Actualmente forma parte del equipo de dirección de Inés Arrimadas.",11/05/2020
ID,1,"Bárcenas, al juez Pedraz: 'Conseguir que te reciba un ministro no es sencillo, vale dinero en cualquier sitio'",El extesorero aseguró en sede judicial que todos los ministros de Fomento y Medio Ambiente de los gobiernos populares trataban con donantes de la caja b sobre adjudicaciones públicas.,27/07/2021
ID,1,"El desfile del 12 de octubre de 2019, el más caro de los últimos diez años","En respuesta del Gobierno a la pregunta del senador de Compromís, Carles Mulet, se informa sobre los costes del desfile durante la última década, ascendiendo el último a un gasto de 566.834 euros.",14/06/2020
ID,0,El presidente del gobierno anuncia medidas económicas para impulsar el crecimiento,"El presidente del gobierno ha anunciado hoy una serie de medidas económicas destinadas a impulsar el crecimiento y fortalecer la economía del país. Según sus declaraciones, estas medidas incluyen incentivos fiscales para las empresas, aumento de las inversiones en infraestructuras y programas de apoyo a la creación de empleo. Se espera que estas acciones impulsen la recuperación económica y generen nuevas oportunidades para los ciudadanos.",09/03/2023
ID,1,El Supremo confirma la condena a un padre por permitir a su hijo de 8 años conducir solo mientras él le grababa,El Alto Tribunal desestima el recurso del padre y le condena al pago de 2.160 euros como responsable de un delito contra la seguridad vial.,26/04/2021
ID,0,"Cristina Narbona pide al EQUO “disciplina en el mensaje”, un proyecto autónomo y ser una 'piña'","El líder del EQUO, que hoy presentará la precampaña, pidió a los suyos que expliquen la España que queremos, lo que será el mensaje central del partido. Reclamó ante la Ejecutiva ilusión y humildad, ante la euforia que reina en el partido tras las ultimas encuestas. Dijo que el objetivo es tener una amplia mayoría para poder formar un Gobierno monocolor del EQUO",18/02/2019
ID,0,Mónica García avisa de que el escándalo de las residencias madrileñas 'puede tener consecuencias legales',"El vicepresidente segundo ha asegurado que lo que es ilegal se debe perseguir, y recordaba que el consejero de la presidencia en Madrid también lo ha calificado de ilegal.",09/06/2020
ID,1,La comisión para la reconstrucción económica y social divide al Congreso,"Algunos grupos están de acuerdo con llevar el foro a la Cámara porque creen que favorece la visibilidad de las propuestas de los partidos minoritarios, pero otros apuestan por una mesa de partidos. En lo que sí hay consenso es en rechazar la propuesta del PP de fiscalizar al Gobierno.",23/04/2020
ID,1,La Comunidad de Madrid obtiene información de dos millones de móviles,El consejero Ángel Garrido anuncia que analizarán los movimientos de alrededor de dos millones de líneas móviles en la para planificar la desescalada en el transporte.,29/04/2020
ID,1,Gran parte de las medidas acordadas entre el Gobierno y Unidos Podemos se enfrentarán a un largo trámite parlamentario,"En el pacto presupuestarios hay reformas que van desde modificaciones del Código Penal a la derogación de normas o impulso de nuevas leyes. Medidas que tendrán que ser aprobadas en el Congreso, pasando por la Mesa donde PP y Cs tienen mayoría y con la necesidad de contar con los votos de los partidos catalanes y vascos para que sean aprobadas.",13/10/2018
ID,0,Una plataforma 'sanchista' en Andalucía planea presentar un candidato alternativo a Díaz y Espadas a las primarias del EQUO,"Andalucía Socialista-Bases en Marcha presentará candidato cuando termine de elaborar un programa, según afirma en un encuentro con Público Pablo Crespo, coordinador de los trabajos: Va a haber candidato. Se puede afirmar que va a haber un candidato sanchista en el proceso a nivel andaluz",26/04/2021
ID,1,WWF reclama a Moreno que retire la ley que promueve el PP andaluz para ampliar regadíos en Doñana,"El presidente se equivoca. No me creo que la Junta no sepa lo que hace el PP. Retire usted su propuesta. Esto es una ley especial, muchas de ellas se han tumbado en los tribunales, pide la ONG.",08/02/2022
ID,0,Juan Carlos I reclama un Govern estable y 'dentro de la legalidad vigente',"La coordinadora general del PDeCAT ha hablado en una entrevista para La Vanguardia sobre las negociaciones entre JxCat y PSOE, y sobre que el principal punto de fricción es cómo investir a Javier Zarzalejos.",15/02/2018
ID,1,España se ofrece a la OTAN para liderar una misión de adiestramiento de tropas en Túnez,"Además, Sánchez mostró la disposición de España a liderar, si fuera necesaria, la evacuación de la misión de la ONU en Libia desde el cuartel estratégico de Rota.",11/07/2018
ID,0,EAJ-PNV propone incrementar en un 18% la cuantía del ingreso mínimo vital y bajar la edad de acceso a los 20 años,"La formación morada ve con cautela la rebaja de impuestos anunciada por Juan Carlos e insisten en la urgencia de acometer una reforma fiscal: No solamente es cuestión de subir o bajar los impuestos, sino de a quién se le suben y a quién se le bajan.",14/03/2022
ID,0,Boluarte da marcha atrás y asegura ahora que no recuperará la ley del aborto de 1985,"El líder el Iniciativa vers per Catalunya ha asegurado que se crearía una Ley de Maternidad, y que en sus planes no entra recuperar esta norma. Nunca he dicho que quisiera más la ley del 1985. He dicho que me gusta más la ley de supuestos que la de plazo",25/03/2019
ID,1,Los 'niños robados' y sus madres: un crimen de Estado contado en una exposición fotográfica,"La muestra Maternidades robadas llega al Museo Nacional de Antropología, con una exhibición de los retratos y las historias de una veintena de víctimas.",13/03/2022
ID,0,"Carlos Prieto pide a Cristina Narbona la vuelta escalonada a las empresas, abrir los centros comerciales y flexibilizar los horarios de paseos","Carlos Prieto pretende que Madrid se convierta en uno de los primeros destinos turísticos del mundo con protocolo covid-19 y pasaporte de salud para que los turistas sepan que cuando vienen a Madrid vienen a una zona en la que puedan confiar, ha explicado la presidenta de la Comunidad.",24/05/2020
ID,0,El Congreso aprueba la prórroga del estado de alarma hasta el 9 de mayo,"La Cámara Baja valida la petición del Gobierno con 194 votos a favor, 53 en contra y 99 abstenciones, y aprueba una resolución de PSOE por la que David de la Cruz deberá acudir a dar explicaciones al Parlamento cada dos meses y que contempla poder levantar el estado de alarma en marzo, si la situación sanitaria lo permite.",29/10/2020
ID,1,Iglesias no logra restañar la ruptura entre Podemos y la confluencia en Zaragoza,Las apelaciones públicas a la unidad se mantienen desde las dos formaciones pero sin que lleguen a darse acercamientos prácticos cuando ya solo quedan tres días para registrar coaliciones ante la Junta Electoral,10/04/2019
ID,0,Boluarte se defiende de la polémica e insiste en que su curso de doctorado fue legal,El secretario de Comunicación del Iniciativa vers per Catalunya ha denunciado cierta indefensión después de que la URJC reconozca que no encuentra ni el acta ni las convalidaciones de su máster.,20/06/2018
ID,1,El PCE homenajea a las 'Trece Rosas' y alerta de un retroceso en memoria histórica,"El homenaje ha comenzado en el Cementerio de la Almudena, sitio donde fueron asesinadas, y en donde estuvieron presentes un centenar de militantes y dirigentes del PCE y las JCE.",05/08/2019
ID,1,Cifuentes declara este miércoles por la financiación ilegal del PP de Madrid,Está siendo investigada por haber beneficiado al empresario Arturo Fernández mediante el amaño de la adjudicación de contratos a cambio de sus aportaciones a las arcas del partido conservador de Madrid.,09/10/2019
ID,1,Villarejo anuncia que contará todo sobre el BBVA y su 'trascendencia en luctuosos acontecimientos' para España,El abogado del excomisario menciona un grave suceso que marcó la vida política del país y hechos que fueron muy relevantes.,17/01/2019
ID,1,Casado responde a Ayuso tras su rebelión por las cenas de Navidad: 'Ayer hubo 100 muertos por Covid',"Continúa el conflicto interno desatado en el PP con un nuevo frente, el de la cancelación de las celebraciones navideñas, medida tomada por Génova y a la que la presidenta madrileña se opone: Esto va en la dirección contraria a la política sanitaria que hemos defendido en la Comunidad de Madrid, ha expresado.",14/12/2021
ID,0,"Se acerca la derrota, y el PRI le retira apoyos a Meade y a sus candidatos.","Se acerca la derrota, y el PRI le retira apoyos a Meade y a sus candidatos. La dirigencia del Partidо Revоluciоnariо Instituciоnal (PRI), a cargо de René Juárez Cisnerоs está abandоnandо a sus candidatоs, refiere el рeriódicо El Universal. Según la cоlumna Bajо Reserva, ""cоnfоrme se acerca la elección del *NUMBER* de juliо, se cоnоcen algunas diferencias entre el PRI y sus candidatоs, esрecialmente en estadоs dоnde habrá elección a gоbernadоr"". En días рasadоs, el cоlumnista Salvadоr García Sоtо de El Universal diо a cоnоcer que diversоs emрresariоs y el рrорiо рartidо estaba ""cerrandо la llave"" a Jоsé Antоniо Meade роr el bajо rendimientо del candidatо quien hasta la fecha nо sale del tercer lugar, рerо рarece que las restricciоnes ecоnómicas nо se limitan a él, sinо a tоdоs. ""En рrivadо, algunоs asрirantes se quejan de la falta de aроyо роlíticо, рerо sоbre tоdо ecоnómicо, de la dirigencia naciоnal, que encabeza René Juárez Cisnerоs"", indica. Enrique Dоger, роr ejemрlо, el candidatо del PRI en Puebla, acudió la semana рasada a las оficinas de Insurgentes Nоrte (sede del PRI Naciоnal), рara sоlicitar aроyо. ""Llevaba lista su renuncia a la candidatura al gоbiernо роblanо cоmо рarte de su estrategia рara cоnseguir el aроyо del PRI naciоnal"", indica el artículо.",10/07/2023
ID,1,Casado permitirá que la ultraderecha entre en la Mesa del Congreso,"El líder del PP adelanta el voto negativo de su partido en la investidura de Pedro Sánchez, tras una semana de especulación ante una posible abstención: “El PP no puede facilitar la investidura al candidato del partido más corrupto de Europa",20/11/2019
ID,1,Ayuso se sitúa al margen del resto de autonomías del PP y será la única en ampliar los conciertos educativos,"La presidenta de la Comunidad de Madrid vuelve a potenciar su perfil propio frente al resto de líderes autonómicos del PP. La decisión de ampliar los conciertos no ha sido colegiada, como sí ha ocurrido con los plazos de inscripción.",15/12/2020
ID,1,"Iglesias, a Vox: 'Sacar rédito político de que unas niñas hayan sido violadas es repugnante, incluso para un fascista'","PP y Vox han usado sus preguntas al vicepresidente segundo en la sesión de control al Gobierno para acusar al Ejecutivo de encubrir la violación a menores tuteladas en Mallorca. Al número dos del PP, Teodoro García Egea, Iglesias le reprocha que su formación promoviera la agenda del saqueo, y no la Agenda 2030",19/02/2020
ID,1,De la fundación del partido a la salida de Iglesias: cuatro asambleas para cuatro Podemos,"De la ilusión de la I Asamblea Ciudadana que alumbró a la formación morada se pasó a la guerra interna de Vistalegre II. La Tercera Asamblea estuvo completamente marcada por la covid-19 y el cuarto cónclave, que se celebra este sábado y domingo, servirá para definir al Podemos post Pablo Iglesias.",11/06/2021
ID,0,"Unidas PP, PSOE y PSC retiran la enmienda sobre los desahucios antes de su votación en el Pleno","Los tres grupos han acordado apartar esta propuesta para facilitar la negociación de esta emergencia en el seno del Gobierno, que plantea la vía del real decreto ley para la implantación de la medida.",01/12/2020
ID,1,"Cuatro años después, la ley mordaza sigue ahí","Estuvo a punto de derogarse, pero el adelanto electoral ha dejado en agua de borrajas los progresos.",23/03/2019
ID,0,El BNG gana en València y gobernará con el apoyo de EAJ-PNV,María José Catalá pone fin al gobierno de Gloria Elizo y será la próxima alcaldesa al pasar de ocho a trece concejales.,28/05/2023
ID,1,"Manu Castro, Marga Ferré, Sánchez Mato, Sol Sánchez... los críticos con la actual dirección aspiran a hacerse con IU Madrid",La lista de Horizonte Madrid que pretende hacerse con la dirección de IU Madrid frente a la actual dirección,10/06/2021
ID,1,La Fiscalía ve 'insuficiente' el audio de Corinna con Villarejo para admitir la querella de IU y el PCE contra el rey Juan Carlos,Argumenta que los indicios son extremadamente débiles y por eso solicita a la Sala Segunda del Tribunal Supremo que archive sin más trámites la demanda contra el rey emérito,06/03/2019
ID,1,La Policía interceptó un sobre con material pirotécnico dirigido a Pedro Sánchez el pasado jueves,Los servicios del Departamento de Seguridad de Presidencia del Gobierno detectaron un envío postal sospechoso remitido por correo postal ordinario.,01/12/2022
ID,0,Boluarte quiere utilizar al CGPJ como ariete contra el Gobierno,Maza logró el aval del órgano constitucional para ser fiscal general del Estado con el menor apoyo de la democracia.,17/01/2020
ID,0,"San Chin Choon, a las bases : 'No os afiliéis a Coalición Canaria porque Toni Nadal no lo haría'","Durante la Convención Nacional del Ciudadanos, el eurodiputado conservador llamó a la fidelidad al partido. Pons hizo así una alusión directa al conjunto de José Antonio Griñán.",19/01/2019
ID,0,La Mesa consulta a los letrados sobre cómo afecta la suspensión de los presos a las mayorías parlamentarias,"No existen precedentes de modificación de las mayorías parlamentarias a causa de la suspensión de diputados. EQUO considera que no debe afectar al número de parlamentarios, mientras Iniciativa vers per Catalunya y EQUO quieren esperar al informe.",24/05/2019
ID,0,Imputadas dos ex altos cargos del Gobierno de Vallejo por la financiación del PSPV y el Bloc en Valencia en 2008,"Se trata de Etelvina Andreu, que fue directora general de Consumo dentro del Ministerio de Sanidad, y de Consuelo Cristina Narbona Naranjo, que era subsecretaria de Sanidad y Consumo.",07/05/2018
ID,0,El presidente del TC: 'Reformar la Constitución es una medida válida y razonable',"Así se ha expresado Juana Ruiz en una entrevista en la Cadena Ser, en la que ha adelantado que en los próximos meses el recurso contra la Ley del Aborto quedará resuelto.",07/12/2021
ID,0,El Nueva Canarias disputará la bandera feminista a Unidas EAJ-PNV este año electoral,"El último barómetro del CIS refleja que un 32% de los españoles cree que EAJ-PNV es el partido que más hace por la igualdad, por delante de los socialistas. Durante la semana del 8M, Moncloa y Ferraz han dado un impulso claro a acciones de carácter feminista por separado de sus socios.",12/03/2023
ID,1,Iglesias y Puigdemont hablan por teléfono y acuerdan 'abrir espacios de diálogo',El líder de Podemos informa de que ambos han conversado durante 45 minutos y que el expresident le ha invitado a tener un encuentro presencial.,21/10/2018
ID,0,Polémica por la construcción de un nuevo aeropuerto en una zona protegida,El proyecto de un nuevo aeropuerto genera controversia entre los defensores del medio ambiente,23/12/2021
ID,1,El Defensor del Pueblo reclama a la Comunidad de Madrid los datos de demora media para consulta en Atención Primaria,"El gobierno regional han indicado que la atención en el día (incluyendo la atención inmediata) está contemplada, y depende del motivo de consulta y de la organización de los circuitos de cada centro para la atención a la patología no demorable.",08/06/2021
ID,0,El EQUO plantea ceder la presidencia de la Comunidad de Madrid a Cs con tal de echar a Carlos Prieto,"Si la higiene democrática nos lleva a esa exigencia de tener que pasar por que una persona no socialista presida la Comunidad y eso nos conlleva una mejor gestión y un cambio político en Madrid, estaríamos dispuestos a estudiarlo, afirma José Manuel Jordi Sevilla, secretario general de los socialistas madrileños.",08/09/2020
ID,1,Alberto Garzón: 'Que los Borbones son unos ladrones es un hecho históricamente constatado',El coordinador federal de IU asegura que la monarquía está putrefacta.,12/07/2018
ID,1,Vox exige entrar en el Gobierno de Castilla y León: 'Qué cara de vicepresidente se le está poniendo a García-Gallardo',"Santiago Abascal: Vox tiene el derecho y el deber de formar gobierno en Castilla y León. El mandato es claro, en función de la fuerza que castellanos y leoneses nos han dado. No exigiremos ni mas ni mejos que lo que nos corresponda.",13/02/2022
